playerName,playerID,slug,position,positionID,team,rookie,age,heightFeet,heightInches,weight,seasonsExperience,pickRound,pickNum,isFeatured,isStartSitFeatured,isTrending,isDevyReturningToSchool,isDevyYearDecrement,oneQBValues,superflexValues,number,teamLongName,birthday,draftYear,college,byeWeek,injury
Chuba Hubbard,1014,chuba-hubbard-1014,RB,2,CAR,False,26.2,6,1,210,4,4,21,False,False,False,False,False,"{'startSitValue': 0, 'overallTrend': 1, 'positionalTrend': 1, 'overall7DayTrend': 0, 'positional7DayTrend': 0, 'kept': 26699, 'traded': 25387, 'cut': 27820, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 5227, 'rank': 78, 'positionalRank': 20, 'history': [], 'overallTier': 12, 'positionalTier': 6}, 'tepp': {'value': 5227, 'rank': 79, 'positionalRank': 20, 'history': [], 'overallTier': 10, 'positionalTier': 6}, 'teppp': {'value': 5227, 'rank': 83, 'positionalRank': 20, 'history': [], 'overallTier': 12, 'positionalTier': 6}, 'rawLiquidity': 0.0, 'stdLiquidity': 68.0, 'tradeCount': 103, 'value': 5227, 'rank': 78, 'positionalRank': 20, 'history': [], 'overallTier': 10, 'positionalTier': 6}","{'startSitValue': 0, 'overallTrend': 3, 'positionalTrend': 1, 'overall7DayTrend': 0, 'positional7DayTrend': 0, 'kept': 35351, 'traded': 34669, 'cut': 37250, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 4232, 'rank': 90, 'positionalRank': 20, 'history': [], 'overallTier': 11, 'positionalTier': 5}, 'tepp': {'value': 4232, 'rank': 91, 'positionalRank': 20, 'history': [], 'overallTier': 14, 'positionalTier': 5}, 'teppp': {'value': 4232, 'rank': 95, 'positionalRank': 20, 'history': [], 'overallTier': 11, 'positionalTier': 5}, 'rawLiquidity': 0.0, 'stdLiquidity': 62.0, 'tradeCount': 190, 'value': 4232, 'rank': 89, 'positionalRank': 20, 'history': [], 'overallTier': 14, 'positionalTier': 5}",30,Carolina Panthers,929077200,2021,Oklahoma State,14.0,{'injuryCode': 1}
Ricky Pearsall,1593,ricky-pearsall-1593,WR,3,SFO,False,24.9,6,1,189,1,1,31,False,False,False,False,False,"{'startSitValue': 0, 'overallTrend': 1, 'positionalTrend': 0, 'overall7DayTrend': 1, 'positional7DayTrend': 0, 'kept': 18269, 'traded': 17345, 'cut': 13325, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 5115, 'rank': 80, 'positionalRank': 33, 'history': [], 'overallTier': 12, 'positionalTier': 8}, 'tepp': {'value': 5115, 'rank': 81, 'positionalRank': 33, 'history': [], 'overallTier': 10, 'positionalTier': 8}, 'teppp': {'value': 5115, 'rank': 84, 'positionalRank': 33, 'history': [], 'overallTier': 13, 'positionalTier': 8}, 'rawLiquidity': 0.0, 'stdLiquidity': 59.0, 'tradeCount': 89, 'value': 5115, 'rank': 79, 'positionalRank': 33, 'history': [], 'overallTier': 11, 'positionalTier': 8}","{'startSitValue': 0, 'overallTrend': 0, 'positionalTrend': 0, 'overall7DayTrend': 0, 'positional7DayTrend': 0, 'kept': 20408, 'traded': 19800, 'cut': 15366, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 4219, 'rank': 91, 'positionalRank': 33, 'history': [], 'overallTier': 11, 'positionalTier': 6}, 'tepp': {'value': 4219, 'rank': 92, 'positionalRank': 33, 'history': [], 'overallTier': 14, 'positionalTier': 6}, 'teppp': {'value': 4219, 'rank': 96, 'positionalRank': 33, 'history': [], 'overallTier': 11, 'positionalTier': 6}, 'rawLiquidity': 0.0, 'stdLiquidity': 72.0, 'tradeCount': 219, 'value': 4219, 'rank': 90, 'positionalRank': 33, 'history': [], 'overallTier': 14, 'positionalTier': 6}",1,San Francisco 49ers,968475600,2024,Florida,14.0,{'injuryCode': 1}
Quinshon Judkins,1751,quinshon-judkins-1751,RB,2,CLE,True,21.8,5,11,221,0,2,4,False,False,False,False,False,"{'startSitValue': 0, 'overallTrend': -41, 'positionalTrend': -10, 'rookieTrend': -6, 'rookiePositionalTrend': -2, 'overall7DayTrend': -1, 'positional7DayTrend': 0, 'kept': 5520, 'traded': 5646, 'cut': 4230, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 4963, 'rank': 81, 'positionalRank': 21, 'rookieRank': 12, 'rookiePositionalRank': 6, 'history': [], 'overallTier': 13, 'positionalTier': 7, 'rookieTier': 5, 'rookiePositionalTier': 2}, 'tepp': {'value': 4963, 'rank': 82, 'positionalRank': 21, 'rookieRank': 12, 'rookiePositionalRank': 6, 'history': [], 'overallTier': 11, 'positionalTier': 7, 'rookieTier': 4, 'rookiePositionalTier': 2}, 'teppp': {'value': 4963, 'rank': 88, 'positionalRank': 21, 'rookieRank': 12, 'rookiePositionalRank': 6, 'history': [], 'overallTier': 13, 'positionalTier': 7, 'rookieTier': 5, 'rookiePositionalTier': 2}, 'rawLiquidity': 0.0, 'stdLiquidity': 47.0, 'tradeCount': 71, 'value': 4963, 'rank': 80, 'positionalRank': 21, 'rookieRank': 12, 'rookiePositionalRank': 6, 'history': [], 'overallTier': 12, 'positionalTier': 7, 'rookieTier': 4, 'rookiePositionalTier': 2}","{'startSitValue': 0, 'overallTrend': -40, 'positionalTrend': -10, 'rookieTrend': -6, 'rookiePositionalTrend': -2, 'overall7DayTrend': 0, 'positional7DayTrend': 0, 'kept': 7209, 'traded': 7419, 'cut': 5749, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 4045, 'rank': 92, 'positionalRank': 21, 'rookieRank': 13, 'rookiePositionalRank': 6, 'history': [], 'overallTier': 12, 'positionalTier': 5, 'rookieTier': 5, 'rookiePositionalTier': 2}, 'tepp': {'value': 4045, 'rank': 93, 'positionalRank': 21, 'rookieRank': 13, 'rookiePositionalRank': 6, 'history': [], 'overallTier': 15, 'positionalTier': 5, 'rookieTier': 4, 'rookiePositionalTier': 2}, 'teppp': {'value': 4045, 'rank': 99, 'positionalRank': 21, 'rookieRank': 13, 'rookiePositionalRank': 6, 'history': [], 'overallTier': 13, 'positionalTier': 5, 'rookieTier': 4, 'rookiePositionalTier': 2}, 'rawLiquidity': 1.0, 'stdLiquidity': 99.0, 'tradeCount': 302, 'value': 4045, 'rank': 91, 'positionalRank': 21, 'rookieRank': 13, 'rookiePositionalRank': 6, 'history': [], 'overallTier': 15, 'positionalTier': 5, 'rookieTier': 5, 'rookiePositionalTier': 2}",10,Cleveland Browns,1067403600,2025,Ohio State,9.0,{'injuryCode': 1}
Jaxson Dart,1732,jaxson-dart-1732,QB,1,NYG,True,22.2,6,2,223,0,1,25,False,False,False,False,False,"{'startSitValue': 0, 'overallTrend': -8, 'positionalTrend': 0, 'rookieTrend': -3, 'rookiePositionalTrend': 0, 'overall7DayTrend': -3, 'positional7DayTrend': 0, 'kept': 1220, 'traded': 609, 'cut': 694, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 3568, 'rank': 158, 'positionalRank': 24, 'rookieRank': 27, 'rookiePositionalRank': 2, 'history': [], 'overallTier': 14, 'positionalTier': 8, 'rookieTier': 6, 'rookiePositionalTier': 1}, 'tepp': {'value': 3568, 'rank': 163, 'positionalRank': 24, 'rookieRank': 28, 'rookiePositionalRank': 2, 'history': [], 'overallTier': 13, 'positionalTier': 8, 'rookieTier': 6, 'rookiePositionalTier': 1}, 'teppp': {'value': 3568, 'rank': 165, 'positionalRank': 24, 'rookieRank': 28, 'rookiePositionalRank': 2, 'history': [], 'overallTier': 15, 'positionalTier': 8, 'rookieTier': 8, 'rookiePositionalTier': 1}, 'rawLiquidity': 0.0, 'stdLiquidity': 10.0, 'tradeCount': 15, 'value': 3568, 'rank': 153, 'positionalRank': 24, 'rookieRank': 25, 'rookiePositionalRank': 2, 'history': [], 'overallTier': 15, 'positionalTier': 8, 'rookieTier': 6, 'rookiePositionalTier': 1}","{'startSitValue': 0, 'overallTrend': -1, 'positionalTrend': 0, 'rookieTrend': 0, 'rookiePositionalTrend': 0, 'overall7DayTrend': 0, 'positional7DayTrend': 0, 'kept': 6430, 'traded': 6353, 'cut': 4547, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 4026, 'rank': 93, 'positionalRank': 23, 'rookieRank': 14, 'rookiePositionalRank': 2, 'history': [], 'overallTier': 12, 'positionalTier': 10, 'rookieTier': 5, 'rookiePositionalTier': 2}, 'tepp': {'value': 4026, 'rank': 95, 'positionalRank': 23, 'rookieRank': 14, 'rookiePositionalRank': 2, 'history': [], 'overallTier': 15, 'positionalTier': 10, 'rookieTier': 4, 'rookiePositionalTier': 2}, 'teppp': {'value': 4026, 'rank': 100, 'positionalRank': 23, 'rookieRank': 14, 'rookiePositionalRank': 2, 'history': [], 'overallTier': 13, 'positionalTier': 10, 'rookieTier': 4, 'rookiePositionalTier': 2}, 'rawLiquidity': 0.0, 'stdLiquidity': 36.0, 'tradeCount': 110, 'value': 4026, 'rank': 92, 'positionalRank': 23, 'rookieRank': 14, 'rookiePositionalRank': 2, 'history': [], 'overallTier': 15, 'positionalTier': 10, 'rookieTier': 5, 'rookiePositionalTier': 2}",6,New York Giants,1052798400,2025,Ole Miss,14.0,{'injuryCode': 1}
Courtland Sutton,226,courtland-sutton-226,WR,3,DEN,False,29.8,6,4,216,7,2,8,False,False,False,False,False,"{'startSitValue': 0, 'overallTrend': 22, 'positionalTrend': 11, 'overall7DayTrend': 10, 'positional7DayTrend': 5, 'kept': 31218, 'traded': 31184, 'cut': 31728, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 4789, 'rank': 83, 'positionalRank': 35, 'history': [], 'overallTier': 14, 'positionalTier': 9}, 'tepp': {'value': 4789, 'rank': 87, 'positionalRank': 35, 'history': [], 'overallTier': 11, 'positionalTier': 9}, 'teppp': {'value': 4789, 'rank': 91, 'positionalRank': 35, 'history': [], 'overallTier': 14, 'positionalTier': 9}, 'rawLiquidity': 0.0, 'stdLiquidity': 64.0, 'tradeCount': 97, 'value': 4789, 'rank': 82, 'positionalRank': 35, 'history': [], 'overallTier': 13, 'positionalTier': 9}","{'startSitValue': 0, 'overallTrend': 19, 'positionalTrend': 12, 'overall7DayTrend': 2, 'positional7DayTrend': 1, 'kept': 43234, 'traded': 43351, 'cut': 43695, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 3926, 'rank': 94, 'positionalRank': 34, 'history': [], 'overallTier': 13, 'positionalTier': 7}, 'tepp': {'value': 3926, 'rank': 97, 'positionalRank': 34, 'history': [], 'overallTier': 16, 'positionalTier': 7}, 'teppp': {'value': 3926, 'rank': 103, 'positionalRank': 34, 'history': [], 'overallTier': 13, 'positionalTier': 7}, 'rawLiquidity': 0.0, 'stdLiquidity': 66.0, 'tradeCount': 201, 'value': 3926, 'rank': 93, 'positionalRank': 34, 'history': [], 'overallTier': 16, 'positionalTier': 7}",14,Denver Broncos,813301200,2018,SMU,12.0,{'injuryCode': 1}
Luther Burden,1770,luther-burden-1770,WR,3,CHI,True,21.6,6,0,210,0,2,7,False,False,False,False,False,"{'startSitValue': 0, 'overallTrend': 2, 'positionalTrend': 0, 'rookieTrend': 0, 'rookiePositionalTrend': 0, 'overall7DayTrend': 3, 'positional7DayTrend': 2, 'kept': 4794, 'traded': 5162, 'cut': 3823, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 4808, 'rank': 82, 'positionalRank': 34, 'rookieRank': 13, 'rookiePositionalRank': 5, 'history': [], 'overallTier': 14, 'positionalTier': 9, 'rookieTier': 5, 'rookiePositionalTier': 3}, 'tepp': {'value': 4808, 'rank': 86, 'positionalRank': 34, 'rookieRank': 13, 'rookiePositionalRank': 5, 'history': [], 'overallTier': 11, 'positionalTier': 9, 'rookieTier': 4, 'rookiePositionalTier': 3}, 'teppp': {'value': 4808, 'rank': 90, 'positionalRank': 34, 'rookieRank': 14, 'rookiePositionalRank': 5, 'history': [], 'overallTier': 14, 'positionalTier': 9, 'rookieTier': 5, 'rookiePositionalTier': 3}, 'rawLiquidity': 0.0, 'stdLiquidity': 30.0, 'tradeCount': 45, 'value': 4808, 'rank': 81, 'positionalRank': 34, 'rookieRank': 13, 'rookiePositionalRank': 5, 'history': [], 'overallTier': 13, 'positionalTier': 9, 'rookieTier': 4, 'rookiePositionalTier': 3}","{'startSitValue': 0, 'overallTrend': 0, 'positionalTrend': -1, 'rookieTrend': 0, 'rookiePositionalTrend': 0, 'overall7DayTrend': 2, 'positional7DayTrend': 1, 'kept': 5997, 'traded': 6357, 'cut': 4836, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 3909, 'rank': 95, 'positionalRank': 35, 'rookieRank': 15, 'rookiePositionalRank': 5, 'history': [], 'overallTier': 13, 'positionalTier': 7, 'rookieTier': 5, 'rookiePositionalTier': 3}, 'tepp': {'value': 3909, 'rank': 98, 'positionalRank': 35, 'rookieRank': 15, 'rookiePositionalRank': 5, 'history': [], 'overallTier': 16, 'positionalTier': 7, 'rookieTier': 4, 'rookiePositionalTier': 3}, 'teppp': {'value': 3909, 'rank': 105, 'positionalRank': 35, 'rookieRank': 17, 'rookiePositionalRank': 5, 'history': [], 'overallTier': 13, 'positionalTier': 7, 'rookieTier': 4, 'rookiePositionalTier': 3}, 'rawLiquidity': 0.0, 'stdLiquidity': 54.0, 'tradeCount': 166, 'value': 3909, 'rank': 94, 'positionalRank': 35, 'rookieRank': 15, 'rookiePositionalRank': 5, 'history': [], 'overallTier': 16, 'positionalTier': 7, 'rookieTier': 5, 'rookiePositionalTier': 3}",87,Chicago Bears,1071205200,2025,Missouri,5.0,{'injuryCode': 1}
Tyreek Hill,286,tyreek-hill-286,WR,3,MIA,False,31.4,5,10,191,9,5,28,False,False,False,False,False,"{'startSitValue': 0, 'overallTrend': 5, 'positionalTrend': 2, 'overall7DayTrend': 1, 'positional7DayTrend': 1, 'kept': 34453, 'traded': 37276, 'cut': 49266, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 4756, 'rank': 86, 'positionalRank': 37, 'history': [], 'overallTier': 14, 'positionalTier': 9}, 'tepp': {'value': 4756, 'rank': 90, 'positionalRank': 37, 'history': [], 'overallTier': 11, 'positionalTier': 9}, 'teppp': {'value': 4756, 'rank': 95, 'positionalRank': 37, 'history': [], 'overallTier': 14, 'positionalTier': 9}, 'rawLiquidity': 0.0, 'stdLiquidity': 67.0, 'tradeCount': 101, 'value': 4756, 'rank': 85, 'positionalRank': 37, 'history': [], 'overallTier': 13, 'positionalTier': 9}","{'startSitValue': 0, 'overallTrend': 4, 'positionalTrend': 2, 'overall7DayTrend': 3, 'positional7DayTrend': 1, 'kept': 51353, 'traded': 57891, 'cut': 74626, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 3901, 'rank': 96, 'positionalRank': 36, 'history': [], 'overallTier': 13, 'positionalTier': 7}, 'tepp': {'value': 3901, 'rank': 99, 'positionalRank': 36, 'history': [], 'overallTier': 16, 'positionalTier': 7}, 'teppp': {'value': 3901, 'rank': 106, 'positionalRank': 36, 'history': [], 'overallTier': 13, 'positionalTier': 7}, 'rawLiquidity': 0.0, 'stdLiquidity': 66.0, 'tradeCount': 200, 'value': 3901, 'rank': 95, 'positionalRank': 36, 'history': [], 'overallTier': 16, 'positionalTier': 7}",10,Miami Dolphins,762498000,2016,West Alabama,12.0,{'injuryCode': 1}
T.J. Hockenson,247,tj-hockenson-247,TE,4,MIN,False,28.1,6,5,248,6,1,8,False,False,False,False,False,"{'startSitValue': 0, 'overallTrend': -10, 'positionalTrend': 0, 'overall7DayTrend': -5, 'positional7DayTrend': 0, 'kept': 37238, 'traded': 39045, 'cut': 34080, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 5168, 'rank': 79, 'positionalRank': 7, 'history': [], 'overallTier': 12, 'positionalTier': 4}, 'tepp': {'value': 5668, 'rank': 54, 'positionalRank': 7, 'history': [], 'overallTier': 10, 'positionalTier': 4}, 'teppp': {'value': 6167, 'rank': 41, 'positionalRank': 7, 'history': [], 'overallTier': 10, 'positionalTier': 3}, 'rawLiquidity': 0.0, 'stdLiquidity': 49.0, 'tradeCount': 73, 'value': 4611, 'rank': 92, 'positionalRank': 7, 'history': [], 'overallTier': 13, 'positionalTier': 4}","{'startSitValue': 0, 'overallTrend': -3, 'positionalTrend': 0, 'overall7DayTrend': -3, 'positional7DayTrend': 0, 'kept': 57474, 'traded': 58173, 'cut': 52539, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 4329, 'rank': 87, 'positionalRank': 7, 'history': [], 'overallTier': 11, 'positionalTier': 4}, 'tepp': {'value': 4752, 'rank': 71, 'positionalRank': 7, 'history': [], 'overallTier': 12, 'positionalTier': 4}, 'teppp': {'value': 5176, 'rank': 59, 'positionalRank': 7, 'history': [], 'overallTier': 9, 'positionalTier': 4}, 'rawLiquidity': 0.0, 'stdLiquidity': 50.0, 'tradeCount': 153, 'value': 3846, 'rank': 96, 'positionalRank': 7, 'history': [], 'overallTier': 16, 'positionalTier': 4}",87,Minnesota Vikings,867906000,2019,Iowa,6.0,"{'injuryName': 'Questionable', 'injuryCode': 2, 'injuryArea': 'Leg', 'injuryReturn': 'Aug 9, 2025'}"
Justin Fields,1015,justin-fields-1015,QB,1,NYJ,False,26.4,6,3,227,4,1,11,False,False,False,False,False,"{'startSitValue': 0, 'overallTrend': 6, 'positionalTrend': 1, 'overall7DayTrend': 0, 'positional7DayTrend': 1, 'kept': 15540, 'traded': 16696, 'cut': 13878, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 3703, 'rank': 145, 'positionalRank': 22, 'history': [], 'overallTier': 14, 'positionalTier': 8}, 'tepp': {'value': 3703, 'rank': 148, 'positionalRank': 22, 'history': [], 'overallTier': 13, 'positionalTier': 8}, 'teppp': {'value': 3703, 'rank': 152, 'positionalRank': 22, 'history': [], 'overallTier': 15, 'positionalTier': 8}, 'rawLiquidity': 0.0, 'stdLiquidity': 39.0, 'tradeCount': 58, 'value': 3703, 'rank': 138, 'positionalRank': 22, 'history': [], 'overallTier': 15, 'positionalTier': 8}","{'startSitValue': 0, 'overallTrend': -2, 'positionalTrend': 0, 'overall7DayTrend': 0, 'positional7DayTrend': 0, 'kept': 55566, 'traded': 61676, 'cut': 49186, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 3811, 'rank': 98, 'positionalRank': 24, 'history': [], 'overallTier': 14, 'positionalTier': 10}, 'tepp': {'value': 3811, 'rank': 103, 'positionalRank': 24, 'history': [], 'overallTier': 16, 'positionalTier': 10}, 'teppp': {'value': 3811, 'rank': 109, 'positionalRank': 24, 'history': [], 'overallTier': 13, 'positionalTier': 10}, 'rawLiquidity': 0.0, 'stdLiquidity': 55.0, 'tradeCount': 167, 'value': 3811, 'rank': 97, 'positionalRank': 24, 'history': [], 'overallTier': 16, 'positionalTier': 10}",7,New York Jets,920610000,2021,Ohio State,9.0,"{'injuryName': 'Questionable', 'injuryCode': 2, 'injuryArea': 'Toe', 'injuryReturn': 'Aug 9, 2025'}"
Mike Evans,275,mike-evans-275,WR,3,TBB,False,32.0,6,5,231,11,1,7,False,False,False,False,False,"{'startSitValue': 0, 'overallTrend': 2, 'positionalTrend': 1, 'overall7DayTrend': -1, 'positional7DayTrend': -1, 'kept': 32011, 'traded': 32256, 'cut': 42473, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 4757, 'rank': 85, 'positionalRank': 36, 'history': [], 'overallTier': 14, 'positionalTier': 9}, 'tepp': {'value': 4757, 'rank': 89, 'positionalRank': 36, 'history': [], 'overallTier': 11, 'positionalTier': 9}, 'teppp': {'value': 4757, 'rank': 94, 'positionalRank': 36, 'history': [], 'overallTier': 14, 'positionalTier': 9}, 'rawLiquidity': 0.0, 'stdLiquidity': 55.0, 'tradeCount': 83, 'value': 4757, 'rank': 84, 'positionalRank': 36, 'history': [], 'overallTier': 13, 'positionalTier': 9}","{'startSitValue': 0, 'overallTrend': 0, 'positionalTrend': 0, 'overall7DayTrend': 1, 'positional7DayTrend': 1, 'kept': 48384, 'traded': 49310, 'cut': 65479, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 3809, 'rank': 99, 'positionalRank': 37, 'history': [], 'overallTier': 14, 'positionalTier': 7}, 'tepp': {'value': 3809, 'rank': 104, 'positionalRank': 37, 'history': [], 'overallTier': 16, 'positionalTier': 7}, 'teppp': {'value': 3809, 'rank': 110, 'positionalRank': 37, 'history': [], 'overallTier': 13, 'positionalTier': 7}, 'rawLiquidity': 0.0, 'stdLiquidity': 51.0, 'tradeCount': 157, 'value': 3809, 'rank': 98, 'positionalRank': 37, 'history': [], 'overallTier': 16, 'positionalTier': 7}",13,Tampa Bay Buccaneers,745909200,2014,Texas A&M,9.0,{'injuryCode': 1}
2025 Early 2nd,1364,2025-early-2nd-1364,RDP,5,FA,False,0.0,0,0,0,2025,0,0,False,False,False,False,False,"{'startSitValue': 0, 'overallTrend': -1, 'overall7DayTrend': -1, 'kept': 8797, 'traded': 8621, 'cut': 9535, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 4479, 'rank': 99, 'history': [], 'overallTier': 14}, 'tepp': {'value': 4479, 'rank': 105, 'history': [], 'overallTier': 11}, 'teppp': {'value': 4479, 'rank': 110, 'history': [], 'overallTier': 14}, 'rawLiquidity': 0.0, 'stdLiquidity': 0.0, 'tradeCount': 0, 'value': 4479, 'rank': 97, 'history': [], 'overallTier': 13}","{'startSitValue': 0, 'overallTrend': 3, 'overall7DayTrend': 4, 'kept': 29047, 'traded': 29517, 'cut': 32758, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 3769, 'rank': 100, 'history': [], 'overallTier': 14}, 'tepp': {'value': 3769, 'rank': 105, 'history': [], 'overallTier': 16}, 'teppp': {'value': 3769, 'rank': 112, 'history': [], 'overallTier': 13}, 'rawLiquidity': 0.0, 'stdLiquidity': 0.0, 'tradeCount': 0, 'value': 3769, 'rank': 99, 'history': [], 'overallTier': 16}",0,Free Agent,,0,,,{'injuryCode': 1}
Tua Tagovailoa,600,tua-tagovailoa-600,QB,1,MIA,False,27.4,6,1,225,5,1,5,False,False,False,False,False,"{'startSitValue': 0, 'overallTrend': -2, 'positionalTrend': 0, 'overall7DayTrend': 0, 'positional7DayTrend': 0, 'kept': 15662, 'traded': 16209, 'cut': 15129, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 3370, 'rank': 173, 'positionalRank': 25, 'history': [], 'overallTier': 14, 'positionalTier': 9}, 'tepp': {'value': 3370, 'rank': 178, 'positionalRank': 25, 'history': [], 'overallTier': 13, 'positionalTier': 9}, 'teppp': {'value': 3370, 'rank': 180, 'positionalRank': 25, 'history': [], 'overallTier': 15, 'positionalTier': 9}, 'rawLiquidity': 0.0, 'stdLiquidity': 21.0, 'tradeCount': 32, 'value': 3370, 'rank': 169, 'positionalRank': 25, 'history': [], 'overallTier': 15, 'positionalTier': 9}","{'startSitValue': 0, 'overallTrend': 0, 'positionalTrend': 0, 'overall7DayTrend': 2, 'positional7DayTrend': 0, 'kept': 57991, 'traded': 58303, 'cut': 48317, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 3764, 'rank': 101, 'positionalRank': 25, 'history': [], 'overallTier': 14, 'positionalTier': 10}, 'tepp': {'value': 3764, 'rank': 106, 'positionalRank': 25, 'history': [], 'overallTier': 16, 'positionalTier': 10}, 'teppp': {'value': 3764, 'rank': 113, 'positionalRank': 25, 'history': [], 'overallTier': 13, 'positionalTier': 10}, 'rawLiquidity': 0.0, 'stdLiquidity': 53.0, 'tradeCount': 161, 'value': 3764, 'rank': 100, 'positionalRank': 25, 'history': [], 'overallTier': 16, 'positionalTier': 10}",1,Miami Dolphins,888814800,2020,Alabama,12.0,{'injuryCode': 1}
Jerry Jeudy,545,jerry-jeudy-545,WR,3,CLE,False,26.3,6,1,195,5,1,15,False,False,False,False,False,"{'startSitValue': 0, 'overallTrend': 2, 'positionalTrend': 0, 'overall7DayTrend': 2, 'positional7DayTrend': 1, 'kept': 34210, 'traded': 34432, 'cut': 33044, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 4688, 'rank': 88, 'positionalRank': 38, 'history': [], 'overallTier': 14, 'positionalTier': 9}, 'tepp': {'value': 4688, 'rank': 91, 'positionalRank': 38, 'history': [], 'overallTier': 11, 'positionalTier': 9}, 'teppp': {'value': 4688, 'rank': 98, 'positionalRank': 38, 'history': [], 'overallTier': 14, 'positionalTier': 9}, 'rawLiquidity': 0.0, 'stdLiquidity': 60.0, 'tradeCount': 91, 'value': 4688, 'rank': 86, 'positionalRank': 38, 'history': [], 'overallTier': 13, 'positionalTier': 9}","{'startSitValue': 0, 'overallTrend': 0, 'positionalTrend': 1, 'overall7DayTrend': 0, 'positional7DayTrend': 2, 'kept': 49999, 'traded': 50141, 'cut': 49613, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 3750, 'rank': 102, 'positionalRank': 38, 'history': [], 'overallTier': 14, 'positionalTier': 7}, 'tepp': {'value': 3750, 'rank': 108, 'positionalRank': 38, 'history': [], 'overallTier': 16, 'positionalTier': 7}, 'teppp': {'value': 3750, 'rank': 114, 'positionalRank': 38, 'history': [], 'overallTier': 13, 'positionalTier': 7}, 'rawLiquidity': 0.0, 'stdLiquidity': 64.0, 'tradeCount': 195, 'value': 3750, 'rank': 101, 'positionalRank': 38, 'history': [], 'overallTier': 16, 'positionalTier': 7}",3,Cleveland Browns,924930000,2020,Alabama,9.0,{'injuryCode': 1}
