playerName,playerID,slug,position,positionID,team,rookie,age,heightFeet,heightInches,weight,seasonsExperience,pickRound,pickNum,isFeatured,isStartSitFeatured,isTrending,isDevyReturningToSchool,isDevyYearDecrement,oneQBValues,superflexValues,number,teamLongName,birthday,draftYear,college,byeWeek,injury,norm_name
Aaron Jones,301,aaron-jones-301,RB,2,MIN,False,30.7,5,10,208,8,5,38,False,False,False,False,False,"{'startSitValue': 0, 'overallTrend': -7, 'positionalTrend': -3, 'overall7DayTrend': -7, 'positional7DayTrend': -2, 'kept': 31310, 'traded': 31372, 'cut': 41191, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 3636, 'rank': 153, 'positionalRank': 40, 'history': [], 'overallTier': 14, 'positionalTier': 9}, 'tepp': {'value': 3636, 'rank': 157, 'positionalRank': 40, 'history': [], 'overallTier': 13, 'positionalTier': 9}, 'teppp': {'value': 3636, 'rank': 160, 'positionalRank': 40, 'history': [], 'overallTier': 15, 'positionalTier': 9}, 'rawLiquidity': 0.0, 'stdLiquidity': 77.0, 'tradeCount': 108, 'value': 3636, 'rank': 148, 'positionalRank': 40, 'history': [], 'overallTier': 13, 'positionalTier': 9}","{'startSitValue': 0, 'overallTrend': -4, 'positionalTrend': -2, 'overall7DayTrend': 2, 'positional7DayTrend': 1, 'kept': 43479, 'traded': 44461, 'cut': 57952, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 2986, 'rank': 155, 'positionalRank': 37, 'history': [], 'overallTier': 14, 'positionalTier': 8}, 'tepp': {'value': 2986, 'rank': 161, 'positionalRank': 37, 'history': [], 'overallTier': 17, 'positionalTier': 8}, 'teppp': {'value': 2986, 'rank': 162, 'positionalRank': 37, 'history': [], 'overallTier': 17, 'positionalTier': 8}, 'rawLiquidity': 0.0, 'stdLiquidity': 61.0, 'tradeCount': 190, 'value': 2986, 'rank': 149, 'positionalRank': 37, 'history': [], 'overallTier': 18, 'positionalTier': 8}",33,Minnesota Vikings,786344400,2017,UTEP,6.0,{'injuryCode': 1},aaron jones
Tony Pollard,344,tony-pollard-344,RB,2,TEN,False,28.3,6,0,209,6,4,26,False,False,False,False,False,"{'startSitValue': 0, 'overallTrend': -10, 'positionalTrend': -3, 'overall7DayTrend': -7, 'positional7DayTrend': -3, 'kept': 32688, 'traded': 32986, 'cut': 36638, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 3642, 'rank': 152, 'positionalRank': 39, 'history': [], 'overallTier': 14, 'positionalTier': 9}, 'tepp': {'value': 3642, 'rank': 156, 'positionalRank': 39, 'history': [], 'overallTier': 13, 'positionalTier': 9}, 'teppp': {'value': 3642, 'rank': 159, 'positionalRank': 39, 'history': [], 'overallTier': 15, 'positionalTier': 9}, 'rawLiquidity': 0.0, 'stdLiquidity': 64.0, 'tradeCount': 90, 'value': 3642, 'rank': 146, 'positionalRank': 39, 'history': [], 'overallTier': 13, 'positionalTier': 9}","{'startSitValue': 0, 'overallTrend': -1, 'positionalTrend': -1, 'overall7DayTrend': -7, 'positional7DayTrend': -4, 'kept': 44996, 'traded': 46046, 'cut': 50392, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 2984, 'rank': 156, 'positionalRank': 38, 'history': [], 'overallTier': 14, 'positionalTier': 8}, 'tepp': {'value': 2984, 'rank': 162, 'positionalRank': 38, 'history': [], 'overallTier': 17, 'positionalTier': 8}, 'teppp': {'value': 2984, 'rank': 163, 'positionalRank': 38, 'history': [], 'overallTier': 17, 'positionalTier': 8}, 'rawLiquidity': 0.0, 'stdLiquidity': 65.0, 'tradeCount': 201, 'value': 2984, 'rank': 150, 'positionalRank': 38, 'history': [], 'overallTier': 18, 'positionalTier': 8}",20,Tennessee Titans,862376400,2019,Memphis,10.0,{'injuryCode': 1},tony pollard
Tyjae Spears,1417,tyjae-spears-1417,RB,2,TEN,False,24.1,5,11,195,2,3,18,False,False,False,False,False,"{'startSitValue': 0, 'overallTrend': 8, 'positionalTrend': 2, 'overall7DayTrend': 8, 'positional7DayTrend': 4, 'kept': 20421, 'traded': 19900, 'cut': 17380, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 3713, 'rank': 145, 'positionalRank': 36, 'history': [], 'overallTier': 14, 'positionalTier': 8}, 'tepp': {'value': 3713, 'rank': 148, 'positionalRank': 36, 'history': [], 'overallTier': 13, 'positionalTier': 8}, 'teppp': {'value': 3713, 'rank': 152, 'positionalRank': 36, 'history': [], 'overallTier': 15, 'positionalTier': 8}, 'rawLiquidity': 0.0, 'stdLiquidity': 60.0, 'tradeCount': 84, 'value': 3713, 'rank': 138, 'positionalRank': 36, 'history': [], 'overallTier': 13, 'positionalTier': 8}","{'startSitValue': 0, 'overallTrend': 3, 'positionalTrend': 0, 'overall7DayTrend': 4, 'positional7DayTrend': 2, 'kept': 27101, 'traded': 27330, 'cut': 22673, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 2950, 'rank': 157, 'positionalRank': 39, 'history': [], 'overallTier': 14, 'positionalTier': 8}, 'tepp': {'value': 2950, 'rank': 164, 'positionalRank': 39, 'history': [], 'overallTier': 17, 'positionalTier': 8}, 'teppp': {'value': 2950, 'rank': 165, 'positionalRank': 39, 'history': [], 'overallTier': 17, 'positionalTier': 8}, 'rawLiquidity': 0.0, 'stdLiquidity': 57.0, 'tradeCount': 177, 'value': 2950, 'rank': 151, 'positionalRank': 39, 'history': [], 'overallTier': 18, 'positionalTier': 8}",2,Tennessee Titans,992581200,2023,Tulane,10.0,{'injuryCode': 1},tyjae spears
Dylan Sampson,1747,dylan-sampson-1747,RB,2,CLE,True,20.9,5,8,200,0,4,24,False,False,False,False,False,"{'startSitValue': 0, 'overallTrend': 24, 'positionalTrend': 8, 'rookieTrend': 5, 'rookiePositionalTrend': 2, 'overall7DayTrend': -10, 'positional7DayTrend': -3, 'kept': 4249, 'traded': 4287, 'cut': 3184, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 3648, 'rank': 150, 'positionalRank': 38, 'rookieRank': 24, 'rookiePositionalRank': 8, 'history': [], 'overallTier': 14, 'positionalTier': 9, 'rookieTier': 7, 'rookiePositionalTier': 3}, 'tepp': {'value': 3648, 'rank': 154, 'positionalRank': 38, 'rookieRank': 25, 'rookiePositionalRank': 8, 'history': [], 'overallTier': 13, 'positionalTier': 9, 'rookieTier': 6, 'rookiePositionalTier': 3}, 'teppp': {'value': 3648, 'rank': 157, 'positionalRank': 38, 'rookieRank': 25, 'rookiePositionalRank': 8, 'history': [], 'overallTier': 15, 'positionalTier': 9, 'rookieTier': 8, 'rookiePositionalTier': 3}, 'rawLiquidity': 0.0, 'stdLiquidity': 33.0, 'tradeCount': 46, 'value': 3648, 'rank': 144, 'positionalRank': 38, 'rookieRank': 21, 'rookiePositionalRank': 8, 'history': [], 'overallTier': 13, 'positionalTier': 9, 'rookieTier': 7, 'rookiePositionalTier': 3}","{'startSitValue': 0, 'overallTrend': 25, 'positionalTrend': 6, 'rookieTrend': 6, 'rookiePositionalTrend': 2, 'overall7DayTrend': -4, 'positional7DayTrend': -4, 'kept': 4466, 'traded': 4561, 'cut': 3328, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 2933, 'rank': 158, 'positionalRank': 40, 'rookieRank': 25, 'rookiePositionalRank': 8, 'history': [], 'overallTier': 14, 'positionalTier': 8, 'rookieTier': 8, 'rookiePositionalTier': 3}, 'tepp': {'value': 2933, 'rank': 165, 'positionalRank': 40, 'rookieRank': 26, 'rookiePositionalRank': 8, 'history': [], 'overallTier': 17, 'positionalTier': 8, 'rookieTier': 7, 'rookiePositionalTier': 3}, 'teppp': {'value': 2933, 'rank': 167, 'positionalRank': 40, 'rookieRank': 26, 'rookiePositionalRank': 8, 'history': [], 'overallTier': 17, 'positionalTier': 8, 'rookieTier': 7, 'rookiePositionalTier': 3}, 'rawLiquidity': 0.0, 'stdLiquidity': 45.0, 'tradeCount': 140, 'value': 2933, 'rank': 152, 'positionalRank': 40, 'rookieRank': 22, 'rookiePositionalRank': 8, 'history': [], 'overallTier': 18, 'positionalTier': 8, 'rookieTier': 7, 'rookiePositionalTier': 3}",22,Cleveland Browns,1095134400,2025,Tennessee,9.0,{'injuryCode': 1},dylan sampson
Matthew Stafford,356,matthew-stafford-356,QB,1,LAR,False,37.5,6,3,214,16,1,1,False,False,False,False,False,"{'startSitValue': 0, 'overallTrend': -1, 'positionalTrend': 0, 'overall7DayTrend': -3, 'positional7DayTrend': 0, 'kept': 11529, 'traded': 12233, 'cut': 11978, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 2748, 'rank': 211, 'positionalRank': 29, 'history': [], 'overallTier': 17, 'positionalTier': 7}, 'tepp': {'value': 2748, 'rank': 220, 'positionalRank': 29, 'history': [], 'overallTier': 14, 'positionalTier': 7}, 'teppp': {'value': 2748, 'rank': 221, 'positionalRank': 29, 'history': [], 'overallTier': 17, 'positionalTier': 7}, 'rawLiquidity': 0.0, 'stdLiquidity': 19.0, 'tradeCount': 27, 'value': 2748, 'rank': 208, 'positionalRank': 29, 'history': [], 'overallTier': 15, 'positionalTier': 7}","{'startSitValue': 0, 'overallTrend': -13, 'positionalTrend': -2, 'overall7DayTrend': -6, 'positional7DayTrend': 0, 'kept': 44111, 'traded': 44311, 'cut': 41245, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 2923, 'rank': 159, 'positionalRank': 30, 'history': [], 'overallTier': 14, 'positionalTier': 11}, 'tepp': {'value': 2923, 'rank': 166, 'positionalRank': 30, 'history': [], 'overallTier': 17, 'positionalTier': 11}, 'teppp': {'value': 2923, 'rank': 168, 'positionalRank': 30, 'history': [], 'overallTier': 17, 'positionalTier': 11}, 'rawLiquidity': 0.0, 'stdLiquidity': 44.0, 'tradeCount': 135, 'value': 2923, 'rank': 153, 'positionalRank': 30, 'history': [], 'overallTier': 18, 'positionalTier': 11}",9,Los Angeles Rams,571208400,2009,Georgia,8.0,"{'injuryName': 'Questionable', 'injuryCode': 2, 'injuryArea': 'Back', 'injuryReturn': 'Aug 9, 2025'}",matthew stafford
Jalen McMillan,1599,jalen-mcmillan-1599,WR,3,TBB,False,23.7,6,1,192,1,3,28,False,False,False,False,False,"{'startSitValue': 0, 'overallTrend': -7, 'positionalTrend': 0, 'overall7DayTrend': 0, 'positional7DayTrend': 0, 'kept': 14032, 'traded': 13566, 'cut': 10665, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 3618, 'rank': 154, 'positionalRank': 55, 'history': [], 'overallTier': 14, 'positionalTier': 15}, 'tepp': {'value': 3618, 'rank': 158, 'positionalRank': 55, 'history': [], 'overallTier': 13, 'positionalTier': 15}, 'teppp': {'value': 3618, 'rank': 161, 'positionalRank': 55, 'history': [], 'overallTier': 15, 'positionalTier': 15}, 'rawLiquidity': 0.0, 'stdLiquidity': 46.0, 'tradeCount': 65, 'value': 3618, 'rank': 149, 'positionalRank': 55, 'history': [], 'overallTier': 13, 'positionalTier': 15}","{'startSitValue': 0, 'overallTrend': -3, 'positionalTrend': 1, 'overall7DayTrend': -1, 'positional7DayTrend': 0, 'kept': 15248, 'traded': 15027, 'cut': 11769, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 2912, 'rank': 161, 'positionalRank': 55, 'history': [], 'overallTier': 14, 'positionalTier': 13}, 'tepp': {'value': 2912, 'rank': 168, 'positionalRank': 55, 'history': [], 'overallTier': 17, 'positionalTier': 13}, 'teppp': {'value': 2912, 'rank': 170, 'positionalRank': 55, 'history': [], 'overallTier': 17, 'positionalTier': 13}, 'rawLiquidity': 0.0, 'stdLiquidity': 36.0, 'tradeCount': 111, 'value': 2912, 'rank': 154, 'positionalRank': 54, 'history': [], 'overallTier': 18, 'positionalTier': 13}",15,Tampa Bay Buccaneers,1007701200,2024,Washington,9.0,{'injuryCode': 1},jalen mcmillan
Jaylin Noel,1780,jaylin-noel-1780,WR,3,HOU,True,22.9,5,11,201,0,3,15,False,False,False,False,False,"{'startSitValue': 0, 'overallTrend': -8, 'positionalTrend': -1, 'rookieTrend': 1, 'rookiePositionalTrend': 0, 'overall7DayTrend': 1, 'positional7DayTrend': 0, 'kept': 3669, 'traded': 3195, 'cut': 2299, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 3672, 'rank': 148, 'positionalRank': 54, 'rookieRank': 23, 'rookiePositionalRank': 10, 'history': [], 'overallTier': 14, 'positionalTier': 15, 'rookieTier': 7, 'rookiePositionalTier': 3}, 'tepp': {'value': 3672, 'rank': 151, 'positionalRank': 54, 'rookieRank': 24, 'rookiePositionalRank': 10, 'history': [], 'overallTier': 13, 'positionalTier': 15, 'rookieTier': 6, 'rookiePositionalTier': 3}, 'teppp': {'value': 3672, 'rank': 155, 'positionalRank': 54, 'rookieRank': 24, 'rookiePositionalRank': 10, 'history': [], 'overallTier': 15, 'positionalTier': 15, 'rookieTier': 8, 'rookiePositionalTier': 3}, 'rawLiquidity': 0.0, 'stdLiquidity': 21.0, 'tradeCount': 29, 'value': 3672, 'rank': 142, 'positionalRank': 54, 'rookieRank': 20, 'rookiePositionalRank': 10, 'history': [], 'overallTier': 13, 'positionalTier': 15, 'rookieTier': 7, 'rookiePositionalTier': 3}","{'startSitValue': 0, 'overallTrend': -5, 'positionalTrend': -1, 'rookieTrend': 0, 'rookiePositionalTrend': 0, 'overall7DayTrend': 1, 'positional7DayTrend': 0, 'kept': 3969, 'traded': 3692, 'cut': 2550, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 2912, 'rank': 160, 'positionalRank': 54, 'rookieRank': 26, 'rookiePositionalRank': 10, 'history': [], 'overallTier': 14, 'positionalTier': 13, 'rookieTier': 8, 'rookiePositionalTier': 3}, 'tepp': {'value': 2912, 'rank': 167, 'positionalRank': 54, 'rookieRank': 27, 'rookiePositionalRank': 10, 'history': [], 'overallTier': 17, 'positionalTier': 13, 'rookieTier': 7, 'rookiePositionalTier': 3}, 'teppp': {'value': 2912, 'rank': 169, 'positionalRank': 54, 'rookieRank': 27, 'rookiePositionalRank': 10, 'history': [], 'overallTier': 17, 'positionalTier': 13, 'rookieTier': 7, 'rookiePositionalTier': 3}, 'rawLiquidity': 0.0, 'stdLiquidity': 23.0, 'tradeCount': 70, 'value': 2912, 'rank': 155, 'positionalRank': 55, 'rookieRank': 23, 'rookiePositionalRank': 10, 'history': [], 'overallTier': 18, 'positionalTier': 13, 'rookieTier': 7, 'rookiePositionalTier': 3}",82,Houston Texans,1031112000,2025,Iowa State,6.0,{'injuryCode': 1},jaylin noel
Deebo Samuel,383,deebo-samuel-383,WR,3,WAS,False,29.6,6,0,215,6,2,4,False,False,False,False,False,"{'startSitValue': 0, 'overallTrend': -3, 'positionalTrend': 1, 'overall7DayTrend': 1, 'positional7DayTrend': 2, 'kept': 33803, 'traded': 35530, 'cut': 43510, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 3552, 'rank': 158, 'positionalRank': 56, 'history': [], 'overallTier': 14, 'positionalTier': 15}, 'tepp': {'value': 3552, 'rank': 163, 'positionalRank': 56, 'history': [], 'overallTier': 13, 'positionalTier': 15}, 'teppp': {'value': 3552, 'rank': 165, 'positionalRank': 56, 'history': [], 'overallTier': 15, 'positionalTier': 15}, 'rawLiquidity': 0.0, 'stdLiquidity': 52.0, 'tradeCount': 73, 'value': 3552, 'rank': 153, 'positionalRank': 56, 'history': [], 'overallTier': 13, 'positionalTier': 15}","{'startSitValue': 0, 'overallTrend': 2, 'positionalTrend': 1, 'overall7DayTrend': 1, 'positional7DayTrend': 0, 'kept': 49926, 'traded': 53146, 'cut': 64330, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 2879, 'rank': 165, 'positionalRank': 56, 'history': [], 'overallTier': 14, 'positionalTier': 13}, 'tepp': {'value': 2879, 'rank': 169, 'positionalRank': 56, 'history': [], 'overallTier': 17, 'positionalTier': 13}, 'teppp': {'value': 2879, 'rank': 172, 'positionalRank': 56, 'history': [], 'overallTier': 17, 'positionalTier': 13}, 'rawLiquidity': 0.0, 'stdLiquidity': 46.0, 'tradeCount': 144, 'value': 2879, 'rank': 156, 'positionalRank': 56, 'history': [], 'overallTier': 18, 'positionalTier': 13}",1,Washington Football Team,821682000,2019,South Carolina,12.0,{'injuryCode': 1},deebo samuel
Mason Taylor,1806,mason-taylor-1806,TE,4,NYJ,True,21.2,6,5,251,0,2,10,False,False,False,False,False,"{'startSitValue': 0, 'overallTrend': 2, 'positionalTrend': -1, 'rookieTrend': 1, 'rookiePositionalTrend': 0, 'overall7DayTrend': 4, 'positional7DayTrend': 0, 'kept': 3813, 'traded': 3924, 'cut': 2416, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 4125, 'rank': 120, 'positionalRank': 15, 'rookieRank': 18, 'rookiePositionalRank': 3, 'history': [], 'overallTier': 14, 'positionalTier': 6, 'rookieTier': 6, 'rookiePositionalTier': 2}, 'tepp': {'value': 4538, 'rank': 101, 'positionalRank': 15, 'rookieRank': 16, 'rookiePositionalRank': 3, 'history': [], 'overallTier': 11, 'positionalTier': 6, 'rookieTier': 4, 'rookiePositionalTier': 2}, 'teppp': {'value': 4952, 'rank': 89, 'positionalRank': 15, 'rookieRank': 13, 'rookiePositionalRank': 3, 'history': [], 'overallTier': 13, 'positionalTier': 5, 'rookieTier': 5, 'rookiePositionalTier': 2}, 'rawLiquidity': 0.0, 'stdLiquidity': 17.0, 'tradeCount': 24, 'value': 3638, 'rank': 147, 'positionalRank': 15, 'rookieRank': 22, 'rookiePositionalRank': 3, 'history': [], 'overallTier': 13, 'positionalTier': 6, 'rookieTier': 7, 'rookiePositionalTier': 2}","{'startSitValue': 0, 'overallTrend': -4, 'positionalTrend': -1, 'rookieTrend': 0, 'rookiePositionalTrend': 0, 'overall7DayTrend': 7, 'positional7DayTrend': 2, 'kept': 3886, 'traded': 4087, 'cut': 2498, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 3295, 'rank': 123, 'positionalRank': 15, 'rookieRank': 19, 'rookiePositionalRank': 3, 'history': [], 'overallTier': 14, 'positionalTier': 7, 'rookieTier': 6, 'rookiePositionalTier': 2}, 'tepp': {'value': 3635, 'rank': 112, 'positionalRank': 15, 'rookieRank': 17, 'rookiePositionalRank': 3, 'history': [], 'overallTier': 15, 'positionalTier': 7, 'rookieTier': 5, 'rookiePositionalTier': 2}, 'teppp': {'value': 3974, 'rank': 101, 'positionalRank': 15, 'rookieRank': 15, 'rookiePositionalRank': 3, 'history': [], 'overallTier': 14, 'positionalTier': 7, 'rookieTier': 4, 'rookiePositionalTier': 2}, 'rawLiquidity': 0.0, 'stdLiquidity': 24.0, 'tradeCount': 75, 'value': 2879, 'rank': 157, 'positionalRank': 15, 'rookieRank': 24, 'rookiePositionalRank': 3, 'history': [], 'overallTier': 18, 'positionalTier': 7, 'rookieTier': 7, 'rookiePositionalTier': 2}",85,New York Jets,1083988800,2025,LSU,9.0,"{'injuryName': 'Questionable', 'injuryCode': 2, 'injuryArea': 'Ankle', 'injuryReturn': 'Aug 16, 2025'}",mason taylor
Evan Engram,229,evan-engram-229,TE,4,DEN,False,30.9,6,3,240,8,1,23,False,False,False,False,False,"{'startSitValue': 0, 'overallTrend': 2, 'positionalTrend': -1, 'overall7DayTrend': 2, 'positional7DayTrend': 0, 'kept': 25317, 'traded': 26325, 'cut': 26810, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 3986, 'rank': 124, 'positionalRank': 16, 'history': [], 'overallTier': 14, 'positionalTier': 7}, 'tepp': {'value': 4388, 'rank': 108, 'positionalRank': 16, 'history': [], 'overallTier': 12, 'positionalTier': 7}, 'teppp': {'value': 4790, 'rank': 93, 'positionalRank': 16, 'history': [], 'overallTier': 14, 'positionalTier': 6}, 'rawLiquidity': 0.0, 'stdLiquidity': 45.0, 'tradeCount': 63, 'value': 3508, 'rank': 155, 'positionalRank': 16, 'history': [], 'overallTier': 13, 'positionalTier': 7}","{'startSitValue': 0, 'overallTrend': -1, 'positionalTrend': -1, 'overall7DayTrend': 5, 'positional7DayTrend': 0, 'kept': 33288, 'traded': 33478, 'cut': 34149, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 3288, 'rank': 124, 'positionalRank': 16, 'history': [], 'overallTier': 14, 'positionalTier': 7}, 'tepp': {'value': 3627, 'rank': 113, 'positionalRank': 16, 'history': [], 'overallTier': 15, 'positionalTier': 7}, 'teppp': {'value': 3966, 'rank': 102, 'positionalRank': 16, 'history': [], 'overallTier': 14, 'positionalTier': 7}, 'rawLiquidity': 0.0, 'stdLiquidity': 48.0, 'tradeCount': 148, 'value': 2872, 'rank': 158, 'positionalRank': 16, 'history': [], 'overallTier': 18, 'positionalTier': 7}",1,Denver Broncos,778482000,2017,Mississippi,12.0,{'injuryCode': 1},evan engram
Bhayshul Tuten,1752,bhayshul-tuten-1752,RB,2,JAC,True,22.5,5,9,209,0,4,2,False,False,False,False,False,"{'startSitValue': 0, 'overallTrend': -20, 'positionalTrend': -8, 'rookieTrend': -3, 'rookiePositionalTrend': -1, 'overall7DayTrend': -10, 'positional7DayTrend': -4, 'kept': 3878, 'traded': 3095, 'cut': 2238, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 3604, 'rank': 155, 'positionalRank': 41, 'rookieRank': 25, 'rookiePositionalRank': 9, 'history': [], 'overallTier': 14, 'positionalTier': 9, 'rookieTier': 7, 'rookiePositionalTier': 3}, 'tepp': {'value': 3604, 'rank': 159, 'positionalRank': 41, 'rookieRank': 26, 'rookiePositionalRank': 9, 'history': [], 'overallTier': 13, 'positionalTier': 9, 'rookieTier': 6, 'rookiePositionalTier': 3}, 'teppp': {'value': 3604, 'rank': 162, 'positionalRank': 41, 'rookieRank': 26, 'rookiePositionalRank': 9, 'history': [], 'overallTier': 15, 'positionalTier': 9, 'rookieTier': 8, 'rookiePositionalTier': 3}, 'rawLiquidity': 0.0, 'stdLiquidity': 20.0, 'tradeCount': 28, 'value': 3604, 'rank': 150, 'positionalRank': 41, 'rookieRank': 23, 'rookiePositionalRank': 9, 'history': [], 'overallTier': 13, 'positionalTier': 9, 'rookieTier': 7, 'rookiePositionalTier': 3}","{'startSitValue': 0, 'overallTrend': -18, 'positionalTrend': -7, 'rookieTrend': -4, 'rookiePositionalTrend': -1, 'overall7DayTrend': -9, 'positional7DayTrend': -4, 'kept': 4428, 'traded': 3764, 'cut': 2663, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 2872, 'rank': 166, 'positionalRank': 41, 'rookieRank': 28, 'rookiePositionalRank': 9, 'history': [], 'overallTier': 14, 'positionalTier': 9, 'rookieTier': 8, 'rookiePositionalTier': 3}, 'tepp': {'value': 2872, 'rank': 170, 'positionalRank': 41, 'rookieRank': 28, 'rookiePositionalRank': 9, 'history': [], 'overallTier': 17, 'positionalTier': 9, 'rookieTier': 7, 'rookiePositionalTier': 3}, 'teppp': {'value': 2872, 'rank': 173, 'positionalRank': 41, 'rookieRank': 28, 'rookiePositionalRank': 9, 'history': [], 'overallTier': 17, 'positionalTier': 9, 'rookieTier': 7, 'rookiePositionalTier': 3}, 'rawLiquidity': 0.0, 'stdLiquidity': 33.0, 'tradeCount': 103, 'value': 2872, 'rank': 159, 'positionalRank': 41, 'rookieRank': 25, 'rookiePositionalRank': 9, 'history': [], 'overallTier': 18, 'positionalTier': 9, 'rookieTier': 7, 'rookiePositionalTier': 3}",33,Jacksonville Jaguars,1045198800,2025,Virginia Tech,8.0,{'injuryCode': 1},bhayshul tuten
Jaylen Warren,1201,jaylen-warren-1201,RB,2,PIT,False,26.8,5,8,215,3,0,0,False,False,False,False,False,"{'startSitValue': 0, 'overallTrend': -5, 'positionalTrend': -4, 'overall7DayTrend': -7, 'positional7DayTrend': -4, 'kept': 20485, 'traded': 19303, 'cut': 20657, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 3569, 'rank': 157, 'positionalRank': 43, 'history': [], 'overallTier': 14, 'positionalTier': 9}, 'tepp': {'value': 3569, 'rank': 161, 'positionalRank': 43, 'history': [], 'overallTier': 13, 'positionalTier': 9}, 'teppp': {'value': 3569, 'rank': 164, 'positionalRank': 43, 'history': [], 'overallTier': 15, 'positionalTier': 9}, 'rawLiquidity': 0.0, 'stdLiquidity': 67.0, 'tradeCount': 94, 'value': 3569, 'rank': 152, 'positionalRank': 43, 'history': [], 'overallTier': 13, 'positionalTier': 9}","{'startSitValue': 0, 'overallTrend': -8, 'positionalTrend': -4, 'overall7DayTrend': -6, 'positional7DayTrend': -2, 'kept': 26561, 'traded': 25939, 'cut': 26650, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 2858, 'rank': 169, 'positionalRank': 43, 'history': [], 'overallTier': 14, 'positionalTier': 9}, 'tepp': {'value': 2858, 'rank': 172, 'positionalRank': 43, 'history': [], 'overallTier': 17, 'positionalTier': 9}, 'teppp': {'value': 2858, 'rank': 175, 'positionalRank': 43, 'history': [], 'overallTier': 17, 'positionalTier': 9}, 'rawLiquidity': 0.0, 'stdLiquidity': 53.0, 'tradeCount': 164, 'value': 2858, 'rank': 160, 'positionalRank': 42, 'history': [], 'overallTier': 18, 'positionalTier': 9}",30,Pittsburgh Steelers,909896400,2022,Oklahoma State,5.0,{'injuryCode': 1},jaylen warren
