playerName,playerID,slug,positionID,rookie,heightFeet,heightInches,seasonsExperience,pickRound,pickNum,isFeatured,isStartSitFeatured,isTrending,isDevyReturningToSchool,isDevyYearDecrement,oneQBValues,superflexValues,teamLongName,birthday,draftYear,byeWeek,injury,high_school,team_abbr,first_name,birth_city,practice_participation,swish_id,team,injury_body_part,metadata,active,opta_id,news_updated,injury_start_date,stats_id,depth_chart_position,status,rotoworld_id,number,gsis_id,last_name,pandascore_id,full_name,birth_date,age,team_changed_at,search_rank,search_last_name,birth_state,hashtag,college,competitions,player_id,depth_chart_order,injury_notes,fantasy_positions,practice_description,weight,yahoo_id,search_first_name,birth_country,oddsjam_id,sportradar_id,years_exp,position,rotowire_id,height,search_full_name,espn_id,sport,fantasy_data_id,injury_status,norm_name
Jack Bech,1778,jack-bech-1778,3,True,6,1,0,2,26,False,False,False,False,False,"{'startSitValue': 0, 'overallTrend': -16, 'positionalTrend': -5, 'rookieTrend': -1, 'rookiePositionalTrend': -1, 'overall7DayTrend': -5, 'positional7DayTrend': 0, 'kept': 3830, 'traded': 3530, 'cut': 2381, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 3741, 'rank': 143, 'positionalRank': 53, 'rookieRank': 22, 'rookiePositionalRank': 9, 'history': [], 'overallTier': 14, 'positionalTier': 15, 'rookieTier': 7, 'rookiePositionalTier': 3}, 'tepp': {'value': 3741, 'rank': 144, 'positionalRank': 53, 'rookieRank': 23, 'rookiePositionalRank': 9, 'history': [], 'overallTier': 13, 'positionalTier': 15, 'rookieTier': 6, 'rookiePositionalTier': 3}, 'teppp': {'value': 3741, 'rank': 150, 'positionalRank': 53, 'rookieRank': 23, 'rookiePositionalRank': 9, 'history': [], 'overallTier': 15, 'positionalTier': 15, 'rookieTier': 8, 'rookiePositionalTier': 3}, 'rawLiquidity': 0.0, 'stdLiquidity': 27.0, 'tradeCount': 38, 'value': 3741, 'rank': 136, 'positionalRank': 53, 'rookieRank': 19, 'rookiePositionalRank': 9, 'history': [], 'overallTier': 13, 'positionalTier': 15, 'rookieTier': 7, 'rookiePositionalTier': 3}","{'startSitValue': 0, 'overallTrend': -14, 'positionalTrend': -2, 'rookieTrend': -2, 'rookiePositionalTrend': -1, 'overall7DayTrend': -5, 'positional7DayTrend': 0, 'kept': 4511, 'traded': 4316, 'cut': 2817, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 3000, 'rank': 153, 'positionalRank': 53, 'rookieRank': 24, 'rookiePositionalRank': 9, 'history': [], 'overallTier': 14, 'positionalTier': 12, 'rookieTier': 7, 'rookiePositionalTier': 3}, 'tepp': {'value': 3000, 'rank': 159, 'positionalRank': 53, 'rookieRank': 25, 'rookiePositionalRank': 9, 'history': [], 'overallTier': 17, 'positionalTier': 12, 'rookieTier': 7, 'rookiePositionalTier': 3}, 'teppp': {'value': 3000, 'rank': 160, 'positionalRank': 53, 'rookieRank': 25, 'rookiePositionalRank': 9, 'history': [], 'overallTier': 17, 'positionalTier': 12, 'rookieTier': 7, 'rookiePositionalTier': 3}, 'rawLiquidity': 0.0, 'stdLiquidity': 35.0, 'tradeCount': 108, 'value': 3000, 'rank': 146, 'positionalRank': 53, 'rookieRank': 21, 'rookiePositionalRank': 9, 'history': [], 'overallTier': 18, 'positionalTier': 12, 'rookieTier': 7, 'rookiePositionalTier': 3}",Las Vegas Raiders,1040187600,2025,8.0,{'injuryCode': 1},Lafayette (LA),,Jack,,,,LV,,"{'channel_id': '1221670009407819776', 'rookie_year': '0', 'source_id': '3e3ccfa6-6ba3-46dc-9037-4f4a5e57a653'}",True,,1752860154499.0,,,RWR,Active,,18.0,,Bech,,Jack Bech,2002-12-18,22.0,,147.0,bech,,#jackbech-NFL-LV-18,TCU,[],12483,2.0,,['WR'],,214,,jack,,28E51B711FEA06A0,01079767-a3a3-437d-b935-ea0ecb1fe68b,0.0,WR,18457.0,73,jackbech,,nfl,,,jack bech
Jake Ferguson,1258,jake-ferguson-1258,4,False,6,5,3,4,24,False,False,False,False,False,"{'startSitValue': 0, 'overallTrend': 28, 'positionalTrend': 3, 'overall7DayTrend': 8, 'positional7DayTrend': 0, 'kept': 20884, 'traded': 21073, 'cut': 18172, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 4179, 'rank': 116, 'positionalRank': 14, 'history': [], 'overallTier': 14, 'positionalTier': 6}, 'tepp': {'value': 4596, 'rank': 99, 'positionalRank': 14, 'history': [], 'overallTier': 11, 'positionalTier': 6}, 'teppp': {'value': 5013, 'rank': 87, 'positionalRank': 14, 'history': [], 'overallTier': 13, 'positionalTier': 5}, 'rawLiquidity': 0.0, 'stdLiquidity': 37.0, 'tradeCount': 52, 'value': 3690, 'rank': 140, 'positionalRank': 14, 'history': [], 'overallTier': 13, 'positionalTier': 6}","{'startSitValue': 0, 'overallTrend': 25, 'positionalTrend': 4, 'overall7DayTrend': -4, 'positional7DayTrend': -1, 'kept': 27344, 'traded': 27124, 'cut': 23541, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 3413, 'rank': 120, 'positionalRank': 14, 'history': [], 'overallTier': 13, 'positionalTier': 6}, 'tepp': {'value': 3762, 'rank': 108, 'positionalRank': 14, 'history': [], 'overallTier': 14, 'positionalTier': 6}, 'teppp': {'value': 4110, 'rank': 98, 'positionalRank': 14, 'history': [], 'overallTier': 14, 'positionalTier': 6}, 'rawLiquidity': 0.0, 'stdLiquidity': 42.0, 'tradeCount': 130, 'value': 2990, 'rank': 148, 'positionalRank': 14, 'history': [], 'overallTier': 18, 'positionalTier': 6}",Dallas Cowboys,916635600,2022,10.0,{'injuryCode': 1},Vel Phillips Memorial (WI),,Jake,,,1065361.0,DAL,,"{'channel_id': '1113708857487552512', 'rookie_year': '2022'}",True,,1753629606336.0,,,TE,Active,,87.0,,Ferguson,,Jake Ferguson,1999-01-18,26.0,,121.0,ferguson,,#jakeferguson-NFL-DAL-87,Wisconsin,[],8110,1.0,,['TE'],,244,,jake,,3A6BAC721974,f46eab3d-d7dd-4420-b3f9-6da9ac1308ab,3.0,TE,15947.0,77,jakeferguson,,nfl,,,jake ferguson
Aaron Jones,301,aaron-jones-301,2,False,5,10,8,5,38,False,False,False,False,False,"{'startSitValue': 0, 'overallTrend': -7, 'positionalTrend': -3, 'overall7DayTrend': -7, 'positional7DayTrend': -2, 'kept': 31310, 'traded': 31372, 'cut': 41191, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 3636, 'rank': 153, 'positionalRank': 40, 'history': [], 'overallTier': 14, 'positionalTier': 9}, 'tepp': {'value': 3636, 'rank': 157, 'positionalRank': 40, 'history': [], 'overallTier': 13, 'positionalTier': 9}, 'teppp': {'value': 3636, 'rank': 160, 'positionalRank': 40, 'history': [], 'overallTier': 15, 'positionalTier': 9}, 'rawLiquidity': 0.0, 'stdLiquidity': 77.0, 'tradeCount': 108, 'value': 3636, 'rank': 148, 'positionalRank': 40, 'history': [], 'overallTier': 13, 'positionalTier': 9}","{'startSitValue': 0, 'overallTrend': -4, 'positionalTrend': -2, 'overall7DayTrend': 2, 'positional7DayTrend': 1, 'kept': 43479, 'traded': 44461, 'cut': 57952, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 2986, 'rank': 155, 'positionalRank': 37, 'history': [], 'overallTier': 14, 'positionalTier': 8}, 'tepp': {'value': 2986, 'rank': 161, 'positionalRank': 37, 'history': [], 'overallTier': 17, 'positionalTier': 8}, 'teppp': {'value': 2986, 'rank': 162, 'positionalRank': 37, 'history': [], 'overallTier': 17, 'positionalTier': 8}, 'rawLiquidity': 0.0, 'stdLiquidity': 61.0, 'tradeCount': 190, 'value': 2986, 'rank': 149, 'positionalRank': 37, 'history': [], 'overallTier': 18, 'positionalTier': 8}",Minnesota Vikings,786344400,2017,6.0,{'injuryCode': 1},Burges (TX),,Aaron,,,741314.0,MIN,,"{'channel_id': '1113708707763482624', 'rookie_year': '2017'}",True,,1754515246921.0,,741314.0,RB,Active,12388.0,33.0,00-0033293,Jones,,Aaron Jones,1994-12-02,30.0,,67.0,jones,,#aaronjones-NFL-MIN-33,UTEP,[],4199,1.0,,['RB'],,208,30295.0,aaron,,6A8C12F44A16,27dd5b6e-ea65-4622-a6b4-460fd144407c,8.0,RB,11763.0,70,aaronjones,3042519.0,nfl,19045.0,,aaron jones
Tony Pollard,344,tony-pollard-344,2,False,6,0,6,4,26,False,False,False,False,False,"{'startSitValue': 0, 'overallTrend': -10, 'positionalTrend': -3, 'overall7DayTrend': -7, 'positional7DayTrend': -3, 'kept': 32688, 'traded': 32986, 'cut': 36638, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 3642, 'rank': 152, 'positionalRank': 39, 'history': [], 'overallTier': 14, 'positionalTier': 9}, 'tepp': {'value': 3642, 'rank': 156, 'positionalRank': 39, 'history': [], 'overallTier': 13, 'positionalTier': 9}, 'teppp': {'value': 3642, 'rank': 159, 'positionalRank': 39, 'history': [], 'overallTier': 15, 'positionalTier': 9}, 'rawLiquidity': 0.0, 'stdLiquidity': 64.0, 'tradeCount': 90, 'value': 3642, 'rank': 146, 'positionalRank': 39, 'history': [], 'overallTier': 13, 'positionalTier': 9}","{'startSitValue': 0, 'overallTrend': -1, 'positionalTrend': -1, 'overall7DayTrend': -7, 'positional7DayTrend': -4, 'kept': 44996, 'traded': 46046, 'cut': 50392, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 2984, 'rank': 156, 'positionalRank': 38, 'history': [], 'overallTier': 14, 'positionalTier': 8}, 'tepp': {'value': 2984, 'rank': 162, 'positionalRank': 38, 'history': [], 'overallTier': 17, 'positionalTier': 8}, 'teppp': {'value': 2984, 'rank': 163, 'positionalRank': 38, 'history': [], 'overallTier': 17, 'positionalTier': 8}, 'rawLiquidity': 0.0, 'stdLiquidity': 65.0, 'tradeCount': 201, 'value': 2984, 'rank': 150, 'positionalRank': 38, 'history': [], 'overallTier': 18, 'positionalTier': 8}",Tennessee Titans,862376400,2019,10.0,{'injuryCode': 1},Melrose (TN),,Tony,,,880398.0,TEN,,"{'channel_id': '1113708830862110720', 'rookie_year': '2019'}",True,,1754535036069.0,,880398.0,RB,Active,14245.0,20.0, 00-0035261,Pollard,,Tony Pollard,1997-04-30,28.0,,72.0,pollard,,#tonypollard-NFL-TEN-20,Memphis,[],5967,1.0,,['RB'],,209,31960.0,tony,,792747EDCE23,33b0227d-4c21-4e71-b4cd-be35f7db9123,6.0,RB,13590.0,72,tonypollard,3916148.0,nfl,20912.0,,tony pollard
Tyjae Spears,1417,tyjae-spears-1417,2,False,5,11,2,3,18,False,False,False,False,False,"{'startSitValue': 0, 'overallTrend': 8, 'positionalTrend': 2, 'overall7DayTrend': 8, 'positional7DayTrend': 4, 'kept': 20421, 'traded': 19900, 'cut': 17380, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 3713, 'rank': 145, 'positionalRank': 36, 'history': [], 'overallTier': 14, 'positionalTier': 8}, 'tepp': {'value': 3713, 'rank': 148, 'positionalRank': 36, 'history': [], 'overallTier': 13, 'positionalTier': 8}, 'teppp': {'value': 3713, 'rank': 152, 'positionalRank': 36, 'history': [], 'overallTier': 15, 'positionalTier': 8}, 'rawLiquidity': 0.0, 'stdLiquidity': 60.0, 'tradeCount': 84, 'value': 3713, 'rank': 138, 'positionalRank': 36, 'history': [], 'overallTier': 13, 'positionalTier': 8}","{'startSitValue': 0, 'overallTrend': 3, 'positionalTrend': 0, 'overall7DayTrend': 4, 'positional7DayTrend': 2, 'kept': 27101, 'traded': 27330, 'cut': 22673, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 2950, 'rank': 157, 'positionalRank': 39, 'history': [], 'overallTier': 14, 'positionalTier': 8}, 'tepp': {'value': 2950, 'rank': 164, 'positionalRank': 39, 'history': [], 'overallTier': 17, 'positionalTier': 8}, 'teppp': {'value': 2950, 'rank': 165, 'positionalRank': 39, 'history': [], 'overallTier': 17, 'positionalTier': 8}, 'rawLiquidity': 0.0, 'stdLiquidity': 57.0, 'tradeCount': 177, 'value': 2950, 'rank': 151, 'positionalRank': 39, 'history': [], 'overallTier': 18, 'positionalTier': 8}",Tennessee Titans,992581200,2023,10.0,{'injuryCode': 1},Ponchatoula (LA),,Tyjae,,,1169430.0,TEN,,"{'channel_id': '1113708834314022912', 'rookie_year': '2023'}",True,,1750438245546.0,,,RB,Active,,2.0,,Spears,,Tyjae Spears,2001-06-15,24.0,,112.0,spears,,#tyjaespears-NFL-TEN-2,Tulane,[],9508,2.0,,['RB'],,195,,tyjae,,69EE7B225AEF,af71f149-7758-40b7-973a-9fe6320cf4f5,2.0,RB,16941.0,71,tyjaespears,,nfl,,,tyjae spears
Dylan Sampson,1747,dylan-sampson-1747,2,True,5,8,0,4,24,False,False,False,False,False,"{'startSitValue': 0, 'overallTrend': 24, 'positionalTrend': 8, 'rookieTrend': 5, 'rookiePositionalTrend': 2, 'overall7DayTrend': -10, 'positional7DayTrend': -3, 'kept': 4249, 'traded': 4287, 'cut': 3184, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 3648, 'rank': 150, 'positionalRank': 38, 'rookieRank': 24, 'rookiePositionalRank': 8, 'history': [], 'overallTier': 14, 'positionalTier': 9, 'rookieTier': 7, 'rookiePositionalTier': 3}, 'tepp': {'value': 3648, 'rank': 154, 'positionalRank': 38, 'rookieRank': 25, 'rookiePositionalRank': 8, 'history': [], 'overallTier': 13, 'positionalTier': 9, 'rookieTier': 6, 'rookiePositionalTier': 3}, 'teppp': {'value': 3648, 'rank': 157, 'positionalRank': 38, 'rookieRank': 25, 'rookiePositionalRank': 8, 'history': [], 'overallTier': 15, 'positionalTier': 9, 'rookieTier': 8, 'rookiePositionalTier': 3}, 'rawLiquidity': 0.0, 'stdLiquidity': 33.0, 'tradeCount': 46, 'value': 3648, 'rank': 144, 'positionalRank': 38, 'rookieRank': 21, 'rookiePositionalRank': 8, 'history': [], 'overallTier': 13, 'positionalTier': 9, 'rookieTier': 7, 'rookiePositionalTier': 3}","{'startSitValue': 0, 'overallTrend': 25, 'positionalTrend': 6, 'rookieTrend': 6, 'rookiePositionalTrend': 2, 'overall7DayTrend': -4, 'positional7DayTrend': -4, 'kept': 4466, 'traded': 4561, 'cut': 3328, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 2933, 'rank': 158, 'positionalRank': 40, 'rookieRank': 25, 'rookiePositionalRank': 8, 'history': [], 'overallTier': 14, 'positionalTier': 8, 'rookieTier': 8, 'rookiePositionalTier': 3}, 'tepp': {'value': 2933, 'rank': 165, 'positionalRank': 40, 'rookieRank': 26, 'rookiePositionalRank': 8, 'history': [], 'overallTier': 17, 'positionalTier': 8, 'rookieTier': 7, 'rookiePositionalTier': 3}, 'teppp': {'value': 2933, 'rank': 167, 'positionalRank': 40, 'rookieRank': 26, 'rookiePositionalRank': 8, 'history': [], 'overallTier': 17, 'positionalTier': 8, 'rookieTier': 7, 'rookiePositionalTier': 3}, 'rawLiquidity': 0.0, 'stdLiquidity': 45.0, 'tradeCount': 140, 'value': 2933, 'rank': 152, 'positionalRank': 40, 'rookieRank': 22, 'rookiePositionalRank': 8, 'history': [], 'overallTier': 18, 'positionalTier': 8, 'rookieTier': 7, 'rookiePositionalTier': 3}",Cleveland Browns,1095134400,2025,9.0,{'injuryCode': 1},Dutchtown (LA),,Dylan,,,,CLE,,"{'channel_id': '1221926712762183680', 'rookie_year': '0', 'source_id': '85e2aed0-863f-11ec-8b4f-bfdcdbacd7ed'}",True,,1750970423298.0,,,RB,Active,,22.0,,Sampson,,Dylan Sampson,2004-09-14,20.0,,160.0,sampson,,#dylansampson-NFL-CLE-22,Tennessee,[],12469,3.0,,['RB'],,200,,dylan,,636C1E9B510528E0,6ea71d26-623a-4178-a93a-215678244902,0.0,RB,18467.0,68,dylansampson,,nfl,,,dylan sampson
Matthew Stafford,356,matthew-stafford-356,1,False,6,3,16,1,1,False,False,False,False,False,"{'startSitValue': 0, 'overallTrend': -1, 'positionalTrend': 0, 'overall7DayTrend': -3, 'positional7DayTrend': 0, 'kept': 11529, 'traded': 12233, 'cut': 11978, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 2748, 'rank': 211, 'positionalRank': 29, 'history': [], 'overallTier': 17, 'positionalTier': 7}, 'tepp': {'value': 2748, 'rank': 220, 'positionalRank': 29, 'history': [], 'overallTier': 14, 'positionalTier': 7}, 'teppp': {'value': 2748, 'rank': 221, 'positionalRank': 29, 'history': [], 'overallTier': 17, 'positionalTier': 7}, 'rawLiquidity': 0.0, 'stdLiquidity': 19.0, 'tradeCount': 27, 'value': 2748, 'rank': 208, 'positionalRank': 29, 'history': [], 'overallTier': 15, 'positionalTier': 7}","{'startSitValue': 0, 'overallTrend': -13, 'positionalTrend': -2, 'overall7DayTrend': -6, 'positional7DayTrend': 0, 'kept': 44111, 'traded': 44311, 'cut': 41245, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 2923, 'rank': 159, 'positionalRank': 30, 'history': [], 'overallTier': 14, 'positionalTier': 11}, 'tepp': {'value': 2923, 'rank': 166, 'positionalRank': 30, 'history': [], 'overallTier': 17, 'positionalTier': 11}, 'teppp': {'value': 2923, 'rank': 168, 'positionalRank': 30, 'history': [], 'overallTier': 17, 'positionalTier': 11}, 'rawLiquidity': 0.0, 'stdLiquidity': 44.0, 'tradeCount': 135, 'value': 2923, 'rank': 153, 'positionalRank': 30, 'history': [], 'overallTier': 18, 'positionalTier': 11}",Los Angeles Rams,571208400,2009,8.0,"{'injuryName': 'Questionable', 'injuryCode': 2, 'injuryArea': 'Back', 'injuryReturn': 'Aug 9, 2025'}",Highland Park (TX),,Matthew,,,323205.0,LAR,Back,"{'channel_id': '1113708705066545153', 'rookie_year': '2009'}",True,,1754490044591.0,,323205.0,QB,Active,5132.0,9.0,00-0026498,Stafford,,Matthew Stafford,1988-02-07,37.0,,159.0,stafford,,#matthewstafford-NFL-LAR-9,Georgia,[],421,1.0,Soreness,['QB'],,214,9265.0,matthew,,DD2E6E11452C,ade43b1a-0601-4672-83b6-d246bc066a19,16.0,QB,5971.0,75,matthewstafford,12483.0,nfl,9038.0,Questionable,matthew stafford
Jalen McMillan,1599,jalen-mcmillan-1599,3,False,6,1,1,3,28,False,False,False,False,False,"{'startSitValue': 0, 'overallTrend': -7, 'positionalTrend': 0, 'overall7DayTrend': 0, 'positional7DayTrend': 0, 'kept': 14032, 'traded': 13566, 'cut': 10665, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 3618, 'rank': 154, 'positionalRank': 55, 'history': [], 'overallTier': 14, 'positionalTier': 15}, 'tepp': {'value': 3618, 'rank': 158, 'positionalRank': 55, 'history': [], 'overallTier': 13, 'positionalTier': 15}, 'teppp': {'value': 3618, 'rank': 161, 'positionalRank': 55, 'history': [], 'overallTier': 15, 'positionalTier': 15}, 'rawLiquidity': 0.0, 'stdLiquidity': 46.0, 'tradeCount': 65, 'value': 3618, 'rank': 149, 'positionalRank': 55, 'history': [], 'overallTier': 13, 'positionalTier': 15}","{'startSitValue': 0, 'overallTrend': -3, 'positionalTrend': 1, 'overall7DayTrend': -1, 'positional7DayTrend': 0, 'kept': 15248, 'traded': 15027, 'cut': 11769, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 2912, 'rank': 161, 'positionalRank': 55, 'history': [], 'overallTier': 14, 'positionalTier': 13}, 'tepp': {'value': 2912, 'rank': 168, 'positionalRank': 55, 'history': [], 'overallTier': 17, 'positionalTier': 13}, 'teppp': {'value': 2912, 'rank': 170, 'positionalRank': 55, 'history': [], 'overallTier': 17, 'positionalTier': 13}, 'rawLiquidity': 0.0, 'stdLiquidity': 36.0, 'tradeCount': 111, 'value': 2912, 'rank': 154, 'positionalRank': 54, 'history': [], 'overallTier': 18, 'positionalTier': 13}",Tampa Bay Buccaneers,1007701200,2024,9.0,{'injuryCode': 1},San Joaquin Memorial (CA),,Jalen,,,1213726.0,TB,,"{'channel_id': '1113708732665065473', 'rookie_year': '2024'}",True,,1745870438864.0,,,RWR,Active,,15.0,,McMillan,,Jalen McMillan,2001-12-07,23.0,,142.0,mcmillan,,#jalenmcmillan-NFL-TB-15,Washington,[],11618,4.0,,['WR'],,192,,jalen,,E4EB05AD5052,c2b25795-8c63-425a-8790-f6d626dbf0d3,1.0,WR,17763.0,73,jalenmcmillan,,nfl,,,jalen mcmillan
Jaylin Noel,1780,jaylin-noel-1780,3,True,5,11,0,3,15,False,False,False,False,False,"{'startSitValue': 0, 'overallTrend': -8, 'positionalTrend': -1, 'rookieTrend': 1, 'rookiePositionalTrend': 0, 'overall7DayTrend': 1, 'positional7DayTrend': 0, 'kept': 3669, 'traded': 3195, 'cut': 2299, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 3672, 'rank': 148, 'positionalRank': 54, 'rookieRank': 23, 'rookiePositionalRank': 10, 'history': [], 'overallTier': 14, 'positionalTier': 15, 'rookieTier': 7, 'rookiePositionalTier': 3}, 'tepp': {'value': 3672, 'rank': 151, 'positionalRank': 54, 'rookieRank': 24, 'rookiePositionalRank': 10, 'history': [], 'overallTier': 13, 'positionalTier': 15, 'rookieTier': 6, 'rookiePositionalTier': 3}, 'teppp': {'value': 3672, 'rank': 155, 'positionalRank': 54, 'rookieRank': 24, 'rookiePositionalRank': 10, 'history': [], 'overallTier': 15, 'positionalTier': 15, 'rookieTier': 8, 'rookiePositionalTier': 3}, 'rawLiquidity': 0.0, 'stdLiquidity': 21.0, 'tradeCount': 29, 'value': 3672, 'rank': 142, 'positionalRank': 54, 'rookieRank': 20, 'rookiePositionalRank': 10, 'history': [], 'overallTier': 13, 'positionalTier': 15, 'rookieTier': 7, 'rookiePositionalTier': 3}","{'startSitValue': 0, 'overallTrend': -5, 'positionalTrend': -1, 'rookieTrend': 0, 'rookiePositionalTrend': 0, 'overall7DayTrend': 1, 'positional7DayTrend': 0, 'kept': 3969, 'traded': 3692, 'cut': 2550, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 2912, 'rank': 160, 'positionalRank': 54, 'rookieRank': 26, 'rookiePositionalRank': 10, 'history': [], 'overallTier': 14, 'positionalTier': 13, 'rookieTier': 8, 'rookiePositionalTier': 3}, 'tepp': {'value': 2912, 'rank': 167, 'positionalRank': 54, 'rookieRank': 27, 'rookiePositionalRank': 10, 'history': [], 'overallTier': 17, 'positionalTier': 13, 'rookieTier': 7, 'rookiePositionalTier': 3}, 'teppp': {'value': 2912, 'rank': 169, 'positionalRank': 54, 'rookieRank': 27, 'rookiePositionalRank': 10, 'history': [], 'overallTier': 17, 'positionalTier': 13, 'rookieTier': 7, 'rookiePositionalTier': 3}, 'rawLiquidity': 0.0, 'stdLiquidity': 23.0, 'tradeCount': 70, 'value': 2912, 'rank': 155, 'positionalRank': 55, 'rookieRank': 23, 'rookiePositionalRank': 10, 'history': [], 'overallTier': 18, 'positionalTier': 13, 'rookieTier': 7, 'rookiePositionalTier': 3}",Houston Texans,1031112000,2025,6.0,{'injuryCode': 1},Park Hill (MO),,Jaylin,,,,HOU,,"{'channel_id': '1221700200775557120', 'rookie_year': '0', 'source_id': '0f227552-6b61-4c2d-8cd4-06b51a378ce6'}",True,,1753173932486.0,,,SWR,Active,,82.0,,Noel,,Jaylin Noel,2002-09-04,22.0,,198.0,noel,,#jaylinnoel-NFL-HOU-82,Iowa State,[],12536,4.0,,['WR'],,201,,jaylin,,6F40DB89A60BFB5E,c4bab22e-a89a-41f6-b03a-07073a72f41b,0.0,WR,18555.0,71,jaylinnoel,,nfl,,,jaylin noel
Deebo Samuel,383,deebo-samuel-383,3,False,6,0,6,2,4,False,False,False,False,False,"{'startSitValue': 0, 'overallTrend': -3, 'positionalTrend': 1, 'overall7DayTrend': 1, 'positional7DayTrend': 2, 'kept': 33803, 'traded': 35530, 'cut': 43510, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 3552, 'rank': 158, 'positionalRank': 56, 'history': [], 'overallTier': 14, 'positionalTier': 15}, 'tepp': {'value': 3552, 'rank': 163, 'positionalRank': 56, 'history': [], 'overallTier': 13, 'positionalTier': 15}, 'teppp': {'value': 3552, 'rank': 165, 'positionalRank': 56, 'history': [], 'overallTier': 15, 'positionalTier': 15}, 'rawLiquidity': 0.0, 'stdLiquidity': 52.0, 'tradeCount': 73, 'value': 3552, 'rank': 153, 'positionalRank': 56, 'history': [], 'overallTier': 13, 'positionalTier': 15}","{'startSitValue': 0, 'overallTrend': 2, 'positionalTrend': 1, 'overall7DayTrend': 1, 'positional7DayTrend': 0, 'kept': 49926, 'traded': 53146, 'cut': 64330, 'diff': 0, 'isOutThisWeek': False, 'tep': {'value': 2879, 'rank': 165, 'positionalRank': 56, 'history': [], 'overallTier': 14, 'positionalTier': 13}, 'tepp': {'value': 2879, 'rank': 169, 'positionalRank': 56, 'history': [], 'overallTier': 17, 'positionalTier': 13}, 'teppp': {'value': 2879, 'rank': 172, 'positionalRank': 56, 'history': [], 'overallTier': 17, 'positionalTier': 13}, 'rawLiquidity': 0.0, 'stdLiquidity': 46.0, 'tradeCount': 144, 'value': 2879, 'rank': 156, 'positionalRank': 56, 'history': [], 'overallTier': 18, 'positionalTier': 13}",Washington Football Team,821682000,2019,12.0,{'injuryCode': 1},Inman Chapman (SC),,Deebo,,,835749.0,WAS,,"{'channel_id': '1113708876399669248', 'rookie_year': '2019'}",True,,1754316014498.0,,835749.0,SWR,Active,14059.0,1.0, 00-0035719,Samuel,,Deebo Samuel,1996-01-15,29.0,,86.0,samuel,,#deebosamuel-NFL-WAS-1,South Carolina,[],5872,2.0,,['WR'],,215,31868.0,deebo,,273E9A5C74E8,628a6a0a-4fde-4024-8d7c-28674953d5af,6.0,WR,13429.0,72,deebosamuel,3126486.0,nfl,20932.0,,deebo samuel
